SURVEY,SURVEY,,NPS,NPS_TOELICHTING,GESLACHT,LEEFTIJD,ABOJAREN,CREATIE_DT,SUBSCRIPTION_KEY,TITEL_TEKST,ABO_TYPE,ELT_PROEF_GEHAD,EXIT_OPZEGREDEN
ELT_Magazines,ELT_Magazines,,7,Leuk blad met aanspreekbaar onderwerpen.,Vrouw,55-64,1-2 maanden,7/21/2025,SAP_LIBEL_41275666_10,Libelle,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,7,n.v.t.,Man,55-64,3-5 jaar,1/13/2025,ARIA_HLN_A1001986717,Het Laatste Nieuws,Compleet,,
ELT_Nieuws,ELT_Nieuws,,6,n.v.t.,Vrouw,75 jaar of ouder,Weet ik niet zeker,8/4/2025,ARIA_AD_A1004032787,het AD,Zaterdag+ (Hybride),Nee,
LLT_Magazines,LLT_Magazines,,6,goed verzicht programma's,Vrouw,65-74,Meer dan 30 jaar,8/4/2025,SAP_VRONI_16945306_10,Veronica Superguide,Compleet,,
ELT_Magazines,ELT_Magazines,,8,Is een leuk blad om ontspannen weg te lezen in de tuin,Vrouw,35-44,1-2 maanden,8/4/2025,SAP_DONAL_41289292_10,Donald Duck,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,8,Is ook afhankelijk wat de persoon zelf voor interesses heeft,Man,65-74,21-30 jaar,6/16/2025,ARIA_ED_A1000883124,het ED,Compleet,,
ELT_Magazines,ELT_Magazines,,0,Ik beveel nooit iets aan. Nergens voor.,Vrouw,75 jaar of ouder,1-2 maanden,7/2/2025,SAP_LIBEL_41245319_10,Libelle,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,7,Vanwege de meerwaarde van het kunnen lezen van premium artikelen als abonnee,Man,25-34,6-12 maanden,6/9/2025,ARIA_ED_A1003285619,het ED,Digitaal Basis,,
EXIT_Magazines,EXIT_Magazines,,9,Het is een heel leuk,Vrouw,45-54,21-30 jaar,7/14/2025,SAP_VRONI_17350842_20,Veronica Superguide,Compleet,,Wij kijken nooit meer in het blad wij kijken altijd op de gids op tv wat er komt en dan vind ik het zonde van het geld
LLT_Nieuws,LLT_Nieuws,,9,Ik ben tevreden van mijn krant,Man,55-64,Meer dan 30 jaar,4/7/2025,ARIA_HLN_A1003051022,Het Laatste Nieuws,Compleet,,
ELT_Nieuws,ELT_Nieuws,,10,Goed,Man,55-64,1-2 maanden,6/9/2025,ARIA_HLN_A1003948568,Het Laatste Nieuws,Digital Only,Ja,
LLT_Nieuws,LLT_Nieuws,,8,"Goede krant, veel achtergrond info",Vrouw,55-64,3-5 jaar,3/18/2025,ARIA_TR_A1000827796,Trouw,Digital Only,,
EXIT_Nieuws,EXIT_Nieuws,,1,"Omdat de krant ontaard in een fotoboek, ik neem aan dat er geen nieuws meer is vandaar de grote foto en advertenties, derhalve is de krant veel te duur.",Man,75 jaar of ouder,Meer dan 30 jaar,7/21/2025,ARIA_ED_A1000719242,het ED,Compleet,,Zoals gemeld te veel fotoboek dus te duur.
LLT_Magazines,LLT_Magazines,,10,Mooi magazine,Vrouw,45-54,1-2 jaar,8/11/2025,SAP_DA_41112912_10,Dag Allemaal,Compleet,,
LLT_Magazines,LLT_Magazines,,9,Leest vlot,Vrouw,45-54,21-30 jaar,7/7/2025,SAP_DA_39646756_10,Dag Allemaal,Compleet,,
LLT_Nieuws,LLT_Nieuws,,7,De Volkskrant begint beetje bij beetje af te glijden richting Telegraaf.,Man,65-74,Meer dan 30 jaar,6/16/2025,ARIA_VK_A1000780649,de Volkskrant,Compleet,,
LLT_Nieuws,LLT_Nieuws,,3,Leuke luchtige artikels vooral eigen regio maar vaak incomplete of misleidende (vergeleken met andere nieuwsbronnen) artikelen over serieuzere zaken,Man,35-44,1-2 jaar,7/7/2025,ARIA_HLN_A1001409807,Het Laatste Nieuws,Digitaal Basis,,
LLT_Magazines,LLT_Magazines,,10,Ik ben zelf al lezer van  in de tijd dat jullie titel nog Humoradio was.Al meer dan 70jaar dus!,Man,75 jaar of ouder,Weet ik niet,7/14/2025,SAP_HM_39105117_10,Humo,Compleet,,
LLT_Nieuws,LLT_Nieuws,,2,Tubantia is geen lokaal dagblad meer.,Man,65-74,Meer dan 30 jaar,6/9/2025,ARIA_TT_A1002294219,Tubantia,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,Tot nu toe heel tevreden,Vrouw,75 jaar of ouder,Meer dan 30 jaar,6/16/2025,ARIA_HLN_A1001777063,Het Laatste Nieuws,Compleet,,
LLT_Nieuws,LLT_Nieuws,,10,"Met regelmaat geef ik naar vrienden, familie en bekenden aan dat ik Trouw erg graag lees. Dit, omdat, tenminste in mijn ogen, het nieuws op een heldere en integere manier weergegeven wordt, maar vooral ook de verslaggeving uit de regio en de bijdragen ove",Vrouw,65-74,3-5 jaar,7/28/2025,ARIA_TR_A1002991427,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,Is een goede krant,Man,65-74,11-20 jaar,7/7/2025,ARIA_HLN_A1001785010,Het Laatste Nieuws,Compleet,,
ELT_Magazines,ELT_Magazines,,8,Omdat het een leuk blad is.,Vrouw,75 jaar of ouder,1-2 maanden,7/2/2025,SAP_DONAL_41240990_10,Donald Duck,Compleet,Nee,
EXIT_Nieuws,EXIT_Nieuws,,5,Ik zou evt een proefabonnement aanbevelen,Vrouw,75 jaar of ouder,Minder dan 6 maanden,3/10/2025,ARIA_TR_A1003595131,Trouw,Zaterdag+ (Hybride),,Ik ben meer een volkskrant lezer
LLT_Magazines,LLT_Magazines,,7,Omdat het altijd gokken is welke dag die gaat komzn,Vrouw,65-74,11-20 jaar,8/25/2025,SAP_DA_39077974_10,Dag Allemaal,Compleet,,
LLT_Nieuws,LLT_Nieuws,,2,De informatievoorziening in de Volkskrant is mi te eenzijdig belicht en vanuit een nogal negatief-kritisch perspectief bezien.,Man,65-74,6-10 jaar,5/13/2025,ARIA_VK_A1003369996,de Volkskrant,Digital Only,,
ELT_Nieuws,ELT_Nieuws,,5,Omdat ik toch teveel gericht op Amsterdam - te weinig echte diepe opinie en economie,Vrouw,55-64,1-2 maanden,8/25/2025,ARIA_HP_A1004115268,Het Parool,Digital Only,Nee,
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Man,55-64,11-20 jaar,8/11/2025,ARIA_VK_A1000161181,de Volkskrant,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,8,Achtergrond en duiding bij het nieuws op een fijne manier,Man,55-64,Meer dan 30 jaar,6/2/2025,ARIA_VK_A1000770693,de Volkskrant,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,8,Goed overzichtelijke krant met inhoud waar ik belangstelling voor heb.,Vrouw,65-74,Weet ik niet,6/9/2025,ARIA_BD_A1002667715,Brabants Dagblad,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,8,Omdat het een goede krant is voor het Brabantse nieuws. Als echte opiniemaker niet zo.,Vrouw,75 jaar of ouder,6-10 jaar,6/23/2025,ARIA_ED_A1000473307,het ED,Digital Only,,"Heb een landelijk dagblad, al jaren, is genoeg en met nieuws op de TV blijf ik goed op de hoogte!"
ELT_Nieuws,ELT_Nieuws,,9,Fijne krant,Vrouw,65-74,1-2 maanden,3/10/2025,ARIA_TT_A1003633081,Tubantia,Compleet,Ja,
LLT_Nieuws,LLT_Nieuws,,5,De regio worden veel te groot!,Man,65-74,Meer dan 30 jaar,6/16/2025,ARIA_BD_A1000570827,Brabants Dagblad,Compleet,,
ELT_Nieuws,ELT_Nieuws,,9,Landelijke als regionale berichten en uitgebreider als een NOS of NU.nl,Man,65-74,3-4 maanden,6/9/2025,ARIA_ED_A1003910238,het ED,Zaterdag+ (Hybride),Nee,
LLT_Nieuws,LLT_Nieuws,,8,Geen 10 omdat ze vrij zijn in hun eigen keuze,Man,75 jaar of ouder,21-30 jaar,6/2/2025,ARIA_TR_A1000517877,Trouw,Compleet,,
ELT_Nieuws,ELT_Nieuws,,8,Het is een prettig leesbare krant en een goede website,Man,55-64,3-4 maanden,4/28/2025,ARIA_HP_A1003794086,Het Parool,Digital Only,Ja,
EXIT_Nieuws,EXIT_Nieuws,,0,Gebrekkige bestelling en eenduidig nieuws,Man,55-64,21-30 jaar,2/24/2025,ARIA_HLN_A1001947564,Het Laatste Nieuws,Compleet,,Gebrekkige levering
EXIT_Magazines,EXIT_Magazines,,0,Ik vind er niks aan,Vrouw,65-74,Minder dan 6 maanden,8/25/2025,SAP_LIBEL_41328223_10,Libelle,Compleet,,Ik vind er niks aan
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Man,75 jaar of ouder,Meer dan 30 jaar,6/23/2025,ARIA_TR_A1000747121,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,0,Omdat ieder voor zich mag uit maken welke krant hij/zij leest. En ik mij niet geroepen voel om anderen daarin van advies te dienen.,Man,75 jaar of ouder,3-5 jaar,3/31/2025,ARIA_VK_A1001100013,de Volkskrant,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,7,Fijne krant en goed toegang tot meerdere digitale artikelen andere aanbieders binnen DPG,Man,25-34,1-2 jaar,5/6/2025,ARIA_AD_A1002904395,het AD,Zaterdag+ (Hybride),,te prijzig
LLT_Nieuws,LLT_Nieuws,,9,Goede krant,Man,65-74,Meer dan 30 jaar,8/11/2025,ARIA_VK_A1001001607,de Volkskrant,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,8,Ik wil mijn advies niet té bindend opleggen.,Vrouw,75 jaar of ouder,11-20 jaar,6/23/2025,ARIA_VK_A1000841337,de Volkskrant,Zaterdag+ (Hybride),,
LLT_Magazines,LLT_Magazines,,8,Vind Libelle een fijn tijdschrift  Minder vind ik als een hele Libelle aan 1 gast besteed wordt waar je niets mee hebt,Vrouw,65-74,Meer dan 30 jaar,8/11/2025,SAP_LIBEL_38214996_10,Libelle,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,1,Het gaat alleen maar over voetbal,Man,65-74,Minder dan 6 maanden,8/25/2025,ARIA_TT_A1004099607,Tubantia,Compleet,,Omdat er nooit iets over motor sport in staat  Een half uur zoeken voor een paar regels
LLT_Nieuws,LLT_Nieuws,,1,n.v.t.,Man,65-74,Meer dan 30 jaar,8/11/2025,ARIA_TT_A1002460190,Tubantia,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,Complete krant,Man,55-64,1-2 jaar,6/2/2025,ARIA_HLN_A1003500919,Het Laatste Nieuws,Compleet,,
ELT_Magazines,ELT_Magazines,,7,n.v.t.,Vrouw,75 jaar of ouder,1-2 maanden,8/11/2025,SAP_HM_41318048_10,Humo,Compleet,Nee,
LLT_Nieuws,LLT_Nieuws,,8,"Betrouwbaar, goed geschreven, er is over nagedacht",Man,75 jaar of ouder,3-5 jaar,2/10/2025,ARIA_TR_A1000821932,Trouw,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,7,"Op zich een fijne krant om te lezen, maar de belemmering dat ik de krant maar op 3 devices kan lezen, is in de huidige tijd te weinig en was voor mij de reden om mijn abonnement op te zeggen.",Man,55-64,6-10 jaar,8/11/2025,ARIA_AD_A1000414383,het AD,Digitaal Basis,,"Dat ik maar op 3 devices tegelijk ingelogd kan zijn. Met 2 werkcomputers, 2 privé computers en 3 gsm's, is dit te weinig. En ik was niet van plan om telkens uit te loggen, zodat ik elders op een andere device weer kan inloggen."
LLT_Nieuws,LLT_Nieuws,,7,Vrienden wonen in andere regio,Vrouw,55-64,11-20 jaar,8/4/2025,ARIA_HP_A1001163181,Het Parool,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,Prachtige week-end krant. Zeer gevarieerd en weinig sport!,Man,45-54,3-5 jaar,5/26/2025,ARIA_DM_A1003614676,De Morgen,Zaterdag+ (Hybride),,
EXIT_Nieuws,EXIT_Nieuws,,0,"Heb mijn dagblad meer niet in mijn bus gehad dan wel.Bij reklameren,werd ik blijkbaar niet serieus genomen,daarom verandert naar Gazet van Antwerpen",Man,65-74,3-5 jaar,8/11/2025,ARIA_HLN_A1001663252,Het Laatste Nieuws,Compleet,,"Heb op 4 weken tijd,6 gazetten in mijn bus gehad,dit steeds gemeld per telefoon en email,nooit enig serieus antwoord gekregen.Ik betaal niet meer voor iets dat ik niet krijg!Jij wel?"
LLT_Nieuws,LLT_Nieuws,,7,goede berichtgeving.,Man,75 jaar of ouder,6-12 maanden,8/11/2025,ARIA_AD_A1003659079,het AD,Digital Only,,
ELT_Magazines,ELT_Magazines,,7,n.v.t.,Man,45-54,1-2 maanden,7/2/2025,SAP_LIBEL_41247029_10,Libelle,Compleet,Nee,
ELT_Nieuws,ELT_Nieuws,,9,Aangename ervaring bij het lezen van de krant,Vrouw,55-64,1-2 maanden,6/2/2025,ARIA_HLN_A1003876693,Het Laatste Nieuws,Compleet,Weet ik niet,
ELT_Nieuws,ELT_Nieuws,,8,n.v.t.,Man,35-44,1-2 maanden,5/6/2025,ARIA_TR_A1003838031,Trouw,Zaterdag+ (Hybride),Nee,
LLT_Nieuws,LLT_Nieuws,,9,Ik vind de zaterdageditie van het AD een goed dagblad met diversiteit en verdieping.,Vrouw,65-74,3-5 jaar,6/23/2025,ARIA_AD_A1002531865,het AD,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Man,75 jaar of ouder,11-20 jaar,8/18/2025,ARIA_TR_A1002362585,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,10,n.v.t.,Man,75 jaar of ouder,Meer dan 30 jaar,6/9/2025,ARIA_TR_A1000513742,Trouw,Compleet,,
ELT_Nieuws,ELT_Nieuws,,8,Ik zou het aanbevelen aan mensen waarvan ik verwacht dat ze passen bij deze krant,Man,55-64,1-2 maanden,6/2/2025,ARIA_VK_A1003934454,de Volkskrant,Digital Only,Ja,
LLT_Magazines,LLT_Magazines,,6,n.v.t.,Man,65-74,3-5 jaar,7/2/2025,SAP_DA_39220606_10,Dag Allemaal,Compleet,,
LLT_Nieuws,LLT_Nieuws,,10,Ik ben tevreden over de Volkskrant,Man,55-64,Meer dan 30 jaar,3/10/2025,ARIA_VK_A1001112692,de Volkskrant,Zaterdag+ (Hybride),,
EXIT_Nieuws,EXIT_Nieuws,,8,Het is een fijne krant,Vrouw,65-74,Weet ik niet,8/11/2025,ARIA_AD_A1001178284,het AD,Compleet,,Moest ineens het dubbele betalen per maand.
LLT_Nieuws,LLT_Nieuws,,9,n.v.t.,Beantwoord ik liever niet,75 jaar of ouder,Meer dan 30 jaar,8/25/2025,ARIA_PZ_A1002587239,de PZC,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,0,Dat moet iedereen voor zichzelf bepalen,Vrouw,55-64,3-5 jaar,3/31/2025,ARIA_AD_A1001328839,het AD,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,3,Geen of weinig nieuws uit de regio,Man,75 jaar of ouder,Minder dan 6 maanden,8/11/2025,ARIA_AD_A1004038972,het AD,Compleet,,Weinig nieuws vaak een dag telaat en Weinig regionaal nieuws
LLT_Magazines,LLT_Magazines,,8,Is gemakkelijk. Soms wel late of geen levering.  Wordt telefonisch opgelost en je krijgt een.exemplaar 1 week langer dan uw abonnement loopt,Vrouw,55-64,3-5 jaar,7/14/2025,SAP_HM_39608238_10,Humo,Compleet,,
LLT_Magazines,LLT_Magazines,,8,Fijn weekblad,Vrouw,55-64,Meer dan 30 jaar,8/4/2025,SAP_LIBEL_3469008_10,Libelle,Compleet,,
LLT_Nieuws,LLT_Nieuws,,5,Te duur,Vrouw,65-74,Meer dan 30 jaar,6/30/2025,ARIA_ST_A1000668372,de Stentor,Compleet,,
LLT_Nieuws,LLT_Nieuws,,7,Daarom!,Man,65-74,Meer dan 30 jaar,6/16/2025,ARIA_ST_A1000472769,de Stentor,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,8,De krant wordt objectiever maar het magazine wordt steeds matiger. Is totaal gericht op de grachtengordel beter weters. Ik mus echt Eva Hoeke en Sylvia,Man,65-74,Meer dan 30 jaar,5/26/2025,ARIA_VK_A1000307393,de Volkskrant,Compleet,,
ELT_Magazines,ELT_Magazines,,7,Als de aanbieding goed is zou ik het zeker doen.,Vrouw,25-34,1-2 maanden,7/28/2025,SAP_DONAL_41283178_10,Donald Duck,Compleet,Nee,
EXIT_Nieuws,EXIT_Nieuws,,0,"Hoewel ik tot enkele jaren geleden nog heel tevreden was met het aanbod van De Morgen, is dat de laatste 2 jaar niet meer het geval. Ik mis kritische journalistiek omtrent de politiek, klimaat(alarmisme) en woke. Daarnaast stoorde ik me mateloos aan de op",Man,45-54,3-5 jaar,2/3/2025,ARIA_DM_A1001605344,De Morgen,Digitaal Basis,,"Wat ik al eerder zei: 1. de laatste 2 jaar heel onkritisch op het beleid van de Vivaldi-regering, heel biased in klimaatalarmisme en de onstellende irritante betweter Joel De Ceulaar."
LLT_Nieuws,LLT_Nieuws,,6,n.v.t.,Vrouw,35-44,3-5 jaar,8/11/2025,ARIA_DM_A1002040244,De Morgen,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,10,Goede krant aangenaam lezen,Man,65-74,Weet ik niet,1/20/2025,ARIA_DM_A1001937034,De Morgen,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,1,Wijnig nieuws,Man,65-74,Meer dan 30 jaar,6/23/2025,ARIA_DG_A1002533694,de Gelderlander,Compleet,,
LLT_Magazines,LLT_Magazines,,9,"Mijn kinderen zijn gek op de Duck, elke week een feestje op de mat. Ze leren er ook enorm veel van, zonder dat ze zich daar bewust van zijn.",Vrouw,35-44,3-5 jaar,7/2/2025,SAP_DONAL_36838956_10,Donald Duck,Compleet,,
ELT_Nieuws,ELT_Nieuws,,5,Rommelige app en veel teveel onbenullige info.,Vrouw,65-74,1-2 maanden,5/19/2025,ARIA_AD_A1003912491,het AD,Digitaal Basis,Nee,
LLT_Nieuws,LLT_Nieuws,,8,Elke dag mooi vroeg bezorgd door trouwe bezorger.Plaatselijk nieuws en de belangrijkste onderwerpen worden belicht,Vrouw,55-64,Meer dan 30 jaar,5/6/2025,ARIA_AD_A1000237438,het AD,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,goede krant . maar het ligt eraan hoe je bent ingesteld,Man,75 jaar of ouder,11-20 jaar,2/10/2025,ARIA_VK_A1000357356,de Volkskrant,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,0,Een abonnement opzeggen is heel frustreren. Dit zijn gansterpraktijken. Nooit neem ik nog een abonnement bij jullie gansterbedrijf,Man,35-44,1-2 jaar,8/4/2025,ARIA_HLN_A1001612271,Het Laatste Nieuws,Digitaal Basis,,Het was het geld ni waard.
LLT_Nieuws,LLT_Nieuws,,9,Goede krant. Leesbaar en aandacht voor veel soorten onderwerpen.,Man,65-74,3-5 jaar,3/18/2025,ARIA_HP_A1000846175,Het Parool,print-only,,
EXIT_Nieuws,EXIT_Nieuws,,7,Prima krant wij hebben nog een krant Volkskrant 2 is te duur,Vrouw,75 jaar of ouder,11-20 jaar,4/28/2025,ARIA_TR_A1001339124,Trouw,Compleet,,2 kranten  te duur
ELT_Nieuws,ELT_Nieuws,,8,n.v.t.,Vrouw,35-44,1-2 maanden,3/24/2025,ARIA_ST_A1003695272,de Stentor,Digital Only,Ja,
EXIT_Nieuws,EXIT_Nieuws,,0,"De kwetsende en hatelijke columns van columnisten met een migratieachtergrond richting autochtone Nederlanders heb ik als ongepast en onterecht ervaren, helaas een smet op uw krant.",Vrouw,65-74,Minder dan 6 maanden,8/25/2025,ARIA_TR_A1003673112,Trouw,Zaterdag+ (Hybride),,Heb ik al uitgelegd.
EXIT_Nieuws,EXIT_Nieuws,,5,"omdat het afhangt van woonplek vriend, die vooral  niet in Apeldoorn en omgeving wonen.",Vrouw,65-74,21-30 jaar,1/13/2025,ARIA_ST_A1000447646,de Stentor,Compleet,,"ik ben verhuisd naar andere regio, aldaar lees ik Utrechts Nieuwsblad."
EXIT_Nieuws,EXIT_Nieuws,,0,"Ik vond de kosten nogal oplopen, er ginhlg wat mis met de betaling, daarover heb ik wen hulpvraag uitgezet bij de servicedesk. En steeds handmatig betaald nadat de melding betaling mislukt weer kwam. Die heb ik een keer gemist en hop incassobureau erop ge",Man,45-54,3-5 jaar,6/16/2025,ARIA_BD_A1000065780,Brabants Dagblad,Digitaal Basis,,Zie eerdere toelichting over de incasso methode
LLT_Magazines,LLT_Magazines,,8,n.v.t.,Vrouw,65-74,6-10 jaar,8/11/2025,SAP_DA_40734599_10,Dag Allemaal,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,Ik vind eigenlijk dat iedereen zelf moet beslissen welke krant hij of zij wil lezen.,Vrouw,75 jaar of ouder,6-10 jaar,5/13/2025,ARIA_TR_A1000930905,Trouw,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,5,Ik lees online omdat moeders een abonnement  heeft. Anders zou ik zelf geen abbonement nemen.,Vrouw,45-54,Weet ik niet,4/28/2025,ARIA_AD_A1001411650,het AD,Compleet,,
LLT_Magazines,LLT_Magazines,,8,omdat ik het een fijn blad  vind om te lezen!,Vrouw,75 jaar of ouder,Meer dan 30 jaar,7/7/2025,SAP_LIBEL_3378701_30,Libelle,Compleet,,
LLT_Nieuws,LLT_Nieuws,,5,Moet iedereen voor zichzelf beslissen,Man,65-74,Meer dan 30 jaar,8/4/2025,ARIA_PZ_A1000905901,de PZC,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,2,"slechte krant geworden, verschrikkelijk woke, absurd grote foto's met dientengevolge nauwelijks tekst, over meerdere pagina's. sinds het een ochtendkrant is, met name oud nieuws en alles na 20 uur haalt de krant niet. jammer, ik was zo'n 25 jaar abonnee",Man,55-64,21-30 jaar,7/28/2025,ARIA_HP_A1000559115,Het Parool,Compleet,,"slechte krant geworden, verschrikkelijk woke, veel te veel zogenaamde kunst, absurd paginagrote foto's met dientengevolge nauwelijks tekst, over meerdere pagina's. sinds het een ochtendkrant is, met name oud nieuws en alles na 20 uur haalt de krant niet. "
EXIT_Nieuws,EXIT_Nieuws,,10,omdat ik zelf tevreden was,Man,65-74,3-5 jaar,7/28/2025,ARIA_HLN_A1001926488,Het Laatste Nieuws,Compleet,,gezondheidsredenen ben ongeneeslijk ziek
LLT_Nieuws,LLT_Nieuws,,10,Nieuws gelinkt met VTM,Vrouw,75 jaar of ouder,11-20 jaar,8/25/2025,ARIA_HLN_A1002494086,Het Laatste Nieuws,Digital Only,,
LLT_Nieuws,LLT_Nieuws,,8,Prima artikelen.,Vrouw,65-74,3-5 jaar,8/18/2025,ARIA_VK_A1000786793,de Volkskrant,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,0,Rommelige kranr,Vrouw,55-64,Minder dan 6 maanden,8/11/2025,ARIA_AD_A1004053454,het AD,Compleet,,"Oninterssante artikelen,  rommelige indeling."
LLT_Nieuws,LLT_Nieuws,,8,Het niveau van de verslaggeving bevalt mij goed.,Vrouw,65-74,Meer dan 30 jaar,4/21/2025,ARIA_VK_A1001107390,de Volkskrant,Zaterdag+ (Hybride),,
LLT_Nieuws,LLT_Nieuws,,5,Laatste tijd ontevreden omdat mijn partner en ik niet beiden meer tegelijk kunnen inloggen op telefoon en tablet dus continu moeten switchen,Vrouw,45-54,6-10 jaar,7/14/2025,ARIA_AD_A1001481279,het AD,Digitaal Basis,,
LLT_Nieuws,LLT_Nieuws,,7,n.v.t.,Man,75 jaar of ouder,Meer dan 30 jaar,7/14/2025,ARIA_AD_A1001556902,het AD,Compleet,,
LLT_Nieuws,LLT_Nieuws,,6,Je kunt niet zeggen dat een abonnement goedkoop is op de Stentor. Verder vind ik de Stentor nog al activistisch als het gaat om de natuur. Met name de wolf wordt vooral de mening van de wolven knuffelaars  opgepent en veel minder de slachtoffers. Ook word,Man,65-74,11-20 jaar,5/6/2025,ARIA_ST_A1000691538,de Stentor,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,overzichtelijk en aangenaam lezen...,Man,75 jaar of ouder,3-5 jaar,7/28/2025,ARIA_HLN_A1001950584,Het Laatste Nieuws,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,9,omdat ik heel tevreden ben over de Trouw,Vrouw,65-74,6-10 jaar,5/19/2025,ARIA_TR_A1002606883,Trouw,Compleet,,"ik was teleurgesteld dat ik geen seintje kreeg dat de ""goedkope""mperiode afgelopen was of binnen kort af zou lopen en zomaar het volle pond van mijn rekening geïncasseerd werd."
LLT_Nieuws,LLT_Nieuws,,10,Prima krant,Man,75 jaar of ouder,Meer dan 30 jaar,7/14/2025,ARIA_TR_A1000272971,Trouw,Compleet,,
LLT_Nieuws,LLT_Nieuws,,10,Fijne digitale krant,Man,55-64,6-10 jaar,5/13/2025,ARIA_AD_A1000243353,het AD,Digitaal Basis,,
EXIT_Nieuws,EXIT_Nieuws,,0,"De Gelderlander sluit een abonnement af zonder medeweten. Dag erna contact gehad, excuses daarvoor gemaakt en abonnement zou gestopt worden. Daarna toch 4 maal het geld van mijn rekening afgeschreven. Na heel veel moeite heeft de Gelderlander een mail ter",Vrouw,45-54,Weet ik niet,7/21/2025,ARIA_DG_A1003756684,de Gelderlander,Digital Only,,Voelde als oplichting
LLT_Nieuws,LLT_Nieuws,,8,n.v.t.,Man,55-64,21-30 jaar,6/2/2025,ARIA_PZ_A1001253860,de PZC,Compleet,,
EXIT_Nieuws,EXIT_Nieuws,,7,Ik vind de artikels goed,Vrouw,55-64,Minder dan 6 maanden,5/19/2025,ARIA_HLN_A1003924056,Het Laatste Nieuws,Digitaal Basis,,"Ik had 2 abonnementen onderschreven. Ik dacht dat het de 1ste keer niet gelukt was, dus heb ik per ongeluk een tweede afgesloten. Het si die tweede die ik opgezegd heb."
LLT_Nieuws,LLT_Nieuws,,3,`Het is vreemd dat een Zeeuws Vlaming die een abonnement heeft op BN DeStem ook steeds bevraagd wordt om abonnee te worden van de PZC. Je wordt soms in een app uitgenodigd een artikel te lezen maar je krijgt dan geen toegang omdat je geen PZC abonnee bent,Man,55-64,Meer dan 30 jaar,6/30/2025,ARIA_BS_A1002354933,BN DeStem,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,Mag graag een papieren krant lezen,Vrouw,55-64,21-30 jaar,7/7/2025,ARIA_TT_A1002860321,Tubantia,Compleet,,
LLT_Nieuws,LLT_Nieuws,,8,goede artikels,Vrouw,75 jaar of ouder,1-2 jaar,1/13/2025,ARIA_DM_A1001878303,De Morgen,Zaterdag+ (Hybride),,
EXIT_Magazines,EXIT_Magazines,,5,ik zelf vond er niet veel meer aan ik ben nu lid van de libelle.,Vrouw,65-74,3-5 jaar,8/25/2025,SAP_MARGR_15079429_20,Margriet,Compleet,,te duur
LLT_Magazines,LLT_Magazines,,10,n.v.t.,Vrouw,75 jaar of ouder,Weet ik niet,8/11/2025,SAP_DA_40273773_10,Dag Allemaal,Compleet,,
LLT_Nieuws,LLT_Nieuws,,9,een heel goede en mooi vormgegeven krant,Man,65-74,21-30 jaar,2/3/2025,ARIA_VK_A1000850305,de Volkskrant,Zaterdag+ (Hybride),,
EXIT_Nieuws,EXIT_Nieuws,,6,n.v.t.,Man,55-64,3-5 jaar,7/21/2025,ARIA_AD_A1003085877,het AD,Zaterdag+ (Hybride),,Te duur
LLT_Nieuws,LLT_Nieuws,,7,Moeten eventuele abonnees zelf bepalen,Man,45-54,Weet ik niet,5/19/2025,ARIA_ED_A1001475226,het ED,Zaterdag+ (Hybride),,
EXIT_Magazines,EXIT_Magazines,,2,n.v.t.,Man,55-64,Weet ik niet,8/25/2025,SAP_DA_39276671_10,Dag Allemaal,Compleet,,n.v.t.
